"","stat.socio","dwelling.size","dwelling.tenure2","region.f","state.f","municipality.pop","ac.acquire","total_niv","material.wall","material.roof","material.floor","antigua","cuart_dorm","fridge.adopt","washing.adopt","iron.adopt","tv.adopt","celphone.adopt","fan.adopt","cons.month.kwh.hig1"
"19173","mid-high","<201m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",99,4,"Yes","Yes","Yes","Yes","Yes","No",206.399059219995
"19174","mid-high","31-55m2","Rented","Temperate","Queretaro",">100k","No",4,"brick","concrete","wood/mosaic",99,2,"Yes","No","Yes","Yes","Yes","No",52.7004734045852
"19176","mid-high","31-55m2","Owned","Temperate","Queretaro",">100k","No",4,"brick","concrete","wood/mosaic",30,3,"Yes","Yes","Yes","Yes","Yes","No",68.9591300932338
"19179","mid-high","56-75m2","Rented","Temperate","Queretaro",">100k","No",3,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","Yes",125.847955189634
"19181","mid-high","76-100m2","Owned","Temperate","Queretaro",">100k","No",1,"brick","concrete","cement",25,2,"Yes","Yes","Yes","Yes","Yes","No",99.5428355854311
"19183","mid-high","101-150m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","Yes",213.856495945519
"19185","mid-high","101-150m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",18,4,"Yes","Yes","Yes","Yes","Yes","No",110.071778964074
"19186","high","76-100m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","No",52.9536671683684
"19190","high","76-100m2","Owned","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",24,3,"Yes","No","No","Yes","Yes","No",121.729990552031
"19191","high","76-100m2","Owned","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",21,3,"Yes","Yes","Yes","Yes","Yes","No",75.0597246591983
"19192","high","76-100m2","Borrowed","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","Yes","Yes","Yes","Yes",97.7336122733612
"19193","high","76-100m2","Owned","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",22,2,"Yes","Yes","No","Yes","Yes","No",94.1313010559873
"19194","high","76-100m2","Rented","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","No","Yes","Yes","No",64.3409494090239
"19196","high","56-75m2","Rented","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","Yes","Yes","Yes","Yes","No",102.68679019725
"19197","high","76-100m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",7,4,"Yes","Yes","Yes","Yes","Yes","Yes",147.776648640801
"19198","high","56-75m2","Owned","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",13,3,"Yes","Yes","Yes","Yes","Yes","Yes",27.0284342838547
"19199","high","56-75m2","Rented","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",12,3,"Yes","Yes","Yes","Yes","Yes","Yes",91.0740315832096
"19201","high","56-75m2","Owned","Temperate","Queretaro",">100k","No",1,"brick","concrete","wood/mosaic",14,3,"Yes","Yes","No","Yes","Yes","No",52.9536671683684
"19202","high","56-75m2","Borrowed","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","No",97.4797543528141
"19203","mid-low","101-150m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",17,3,"Yes","Yes","Yes","Yes","Yes","No",81.6439110328122
"19204","mid-low","151-200m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","cement",23,3,"Yes","Yes","Yes","Yes","Yes","No",138.596739656006
"19205","mid-low","56-75m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","cement",16,2,"Yes","No","No","Yes","Yes","No",117.154474288028
"19206","mid-low","151-200m2","Owned","Temperate","Queretaro",">100k","No",2,"brick","concrete","wood/mosaic",18,4,"Yes","Yes","Yes","Yes","Yes","No",129.965919827237
"19208","mid-high","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",14,3,"Yes","Yes","No","Yes","Yes","No",111.206303144824
"19210","mid-high","76-100m2","Rented","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","cement",99,1,"Yes","Yes","Yes","Yes","Yes","No",31.4412398812187
"19211","mid-high","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",18,3,"Yes","Yes","No","Yes","Yes","Yes",162.325412723631
"19212","mid-high","56-75m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",6,4,"Yes","Yes","Yes","Yes","Yes","Yes",177.468052773365
"19213","mid-high","151-200m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","metal laminate","cement",45,3,"Yes","Yes","Yes","Yes","Yes","No",128.841141367721
"19214","mid-high","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",4,1,"Yes","Yes","Yes","Yes","Yes","No",146.263558816302
"19217","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",30,3,"Yes","Yes","Yes","Yes","Yes","Yes",156.101028539334
"19219","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",48,2,"Yes","Yes","Yes","Yes","Yes","No",107.913780094657
"19220","high","<201m2","Owned","Temperate","Queretaro","15k-100k","No",3,"brick","concrete","wood/mosaic",4,3,"Yes","Yes","Yes","Yes","Yes","No",158.481061536841
"19223","high","151-200m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",14,4,"Yes","Yes","Yes","Yes","Yes","Yes",491.68568118791
"19226","mid-low","56-75m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",50,3,"Yes","Yes","No","Yes","Yes","No",194.776860065939
"19229","high","56-75m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",11,2,"Yes","Yes","Yes","Yes","Yes","No",161.495770000351
"19231","high","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","No","No","Yes","Yes",166.097167128866
"19232","high","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",10,4,"Yes","Yes","Yes","Yes","Yes","Yes",27.1422566504534
"19234","high","Don't know","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",30,4,"Yes","Yes","Yes","Yes","Yes","No",168.257580990537
"19237","high","56-75m2","Rented","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",25,2,"Yes","Yes","No","Yes","Yes","Yes",171.496946625426
"19238","high","Don't know","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",25,3,"Yes","No","No","Yes","Yes","No",115.451954984851
"19239","high","76-100m2","Rented","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",77.8050344176002
"19240","high","<201m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",25,3,"Yes","Yes","Yes","Yes","Yes","Yes",125.390403563234
"19242","high","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",14,3,"Yes","Yes","Yes","Yes","Yes","Yes",142.811701319334
"19243","high","151-200m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",17,3,"Yes","Yes","No","Yes","Yes","Yes",36.4056461782533
"19245","high","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",10,3,"Yes","Yes","Yes","Yes","Yes","Yes",207.8270790185
"19247","high","<201m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",5,4,"Yes","Yes","Yes","Yes","Yes","Yes",72.4560241092611
"19253","high","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",8,2,"Yes","Yes","Yes","Yes","Yes","No",74.2140328290956
"19254","high","Don't know","Rented","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",16,1,"Yes","No","No","Yes","No","No",86.9560669456067
"19255","high","56-75m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",98,1,"Yes","No","Yes","Yes","Yes","No",64.05572569507
"19256","high","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",17,2,"Yes","Yes","No","Yes","Yes","Yes",207.489928501434
"19262","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",45,1,"No","Yes","No","Yes","No","No",138.240372523028
"19263","mid-low","151-200m2","Rented","Temperate","Queretaro","15k-100k","No",1,"brick","tile","wood/mosaic",30,2,"Yes","Yes","Yes","Yes","Yes","No",138.806122090778
"19267","mid-low","31-55m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","cement",12,2,"No","No","Yes","Yes","No","No",187.312089427649
"19271","mid-low","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","cement",36,4,"Yes","No","No","Yes","Yes","No",27.5800349835252
"19272","mid-low","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",3,"brick","wood","wood/mosaic",14,3,"Yes","Yes","Yes","Yes","Yes","No",220.613726273001
"19280","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",30,3,"Yes","Yes","Yes","Yes","Yes","No",171.071389685334
"19281","mid-low",">30m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","flat beam","cement",15,1,"No","No","Yes","Yes","Yes","No",46.8860594719928
"19282","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",12,2,"Yes","Yes","Yes","Yes","Yes","No",117.482675209205
"19285","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","cement",45,2,"Yes","No","Yes","Yes","Yes","Yes",70.0270221581697
"19286","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","cement",45,2,"Yes","Yes","Yes","Yes","Yes","No",212.083257721482
"19287","mid-low","76-100m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","cement",20,3,"Yes","No","Yes","Yes","Yes","No",109.441123729827
"19288","mid-low","<201m2","Owned","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","cement",33,4,"Yes","Yes","No","Yes","Yes","No",123.423640167364
"19289","mid-low","<201m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","wood/mosaic",50,2,"Yes","Yes","Yes","Yes","Yes","No",126.733263598326
"19290","mid-low","Don't know","Other","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","cement",32,1,"Yes","Yes","No","Yes","Yes","No",140.391217157812
"19291","mid-low","101-150m2","Borrowed","Temperate","Queretaro","15k-100k","No",2,"brick","concrete","wood/mosaic",20,2,"No","Yes","No","Yes","Yes","No",135.167737330478
"19295","mid-low","101-150m2","Owned","Temperate","Queretaro","15k-100k","No",1,"brick","concrete","cement",50,4,"Yes","No","Yes","Yes","Yes","No",194.930491825567
"19297","mid-low","Don't know","Borrowed","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",40,3,"Yes","Yes","Yes","Yes","Yes","No",106.983675149187
"19299","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",2,4,"Yes","Yes","Yes","Yes","Yes","No",140.075473022782
"19303","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",10,2,"Yes","No","No","Yes","Yes","No",145.479984030777
"19305","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",18,4,"Yes","No","Yes","Yes","Yes","No",51.5886891657939
"19312","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",40,4,"Yes","Yes","Yes","Yes","Yes","No",159.047109207709
"19313","mid-low","56-75m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","No",95.8224158035531
"19316","low","76-100m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",8,1,"No","No","No","Yes","No","No",28.0321667045666
"19317","low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",22,2,"No","No","No","No","Yes","No",84.6611564579189
"19318","low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",8,1,"No","No","Yes","Yes","Yes","No",49.3366134000372
"19319","low",">30m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",22,2,"No","No","No","Yes","Yes","No",28.5928100386579
"19322","low","31-55m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",40,4,"No","No","No","Yes","Yes","No",122.795459222169
"19325","low","Don't know","Borrowed","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",60,2,"No","No","No","No","Yes","No",44.8514667273065
"19326","low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",30,6,"Yes","Yes","Yes","Yes","Yes","No",110.704094931065
"19328","low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",39,1,"No","No","No","Yes","Yes","No",97.2833233711895
"19329","low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",25,2,"No","No","No","Yes","Yes","No",105.123465258248
"19330","low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",74,2,"No","No","No","Yes","Yes","No",27.4715233704753
"19331","low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",13,1,"No","No","No","No","No","No",49.3989071038251
"19335","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",7,2,"Yes","Yes","Yes","Yes","Yes","No",96.2874682762878
"19340","mid-low","151-200m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",5,3,"Yes","Yes","Yes","Yes","Yes","No",26.4768335841842
"19341","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",18,1,"Yes","No","Yes","Yes","Yes","No",73.229518153597
"19345","mid-low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",21,2,"Yes","Yes","Yes","Yes","Yes","No",163.262070871037
"19346","mid-low","76-100m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",20,2,"Yes","Yes","Yes","Yes","Yes","No",219.409906273037
"19347","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",10,5,"Yes","Yes","No","Yes","Yes","No",184.961317952615
"19348","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",25,4,"Yes","Yes","Yes","Yes","Yes","No",155.300476618084
"19349","mid-low","Don't know","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",10,3,"Yes","No","No","Yes","Yes","No",73.229518153597
"19351","mid-low","101-150m2","Rented","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",99,3,"Yes","Yes","Yes","Yes","Yes","No",141.718933480694
"19354","mid-low",">30m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",15,3,"Yes","Yes","No","Yes","Yes","No",142.087437544611
"19356","mid-low","<201m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",22,4,"Yes","Yes","Yes","Yes","Yes","No",144.518201284797
"19357","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",21,3,"Yes","Yes","Yes","Yes","Yes","No",132.727820721935
"19358","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",25,2,"Yes","Yes","Yes","Yes","Yes","Yes",124.300657501494
"19359","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",24,4,"Yes","Yes","Yes","Yes","Yes","Yes",210.93492541647
"19360","mid-low","56-75m2","Rented","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",99,2,"Yes","No","No","Yes","Yes","No",29.5620578365785
"19361","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",50,3,"Yes","Yes","No","Yes","Yes","No",145.475017844397
"19364","mid-low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",28,3,"Yes","Yes","No","Yes","Yes","No",172.875911878924
"19367","mid-low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",25,1,"Yes","Yes","No","Yes","Yes","No",143.511414365042
"19369","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",20,2,"Yes","Yes","Yes","Yes","Yes","No",107.725338628466
"19371","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",30,2,"Yes","Yes","No","Yes","No","No",112.076359832636
"19374","mid-low","151-200m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",10,2,"Yes","Yes","Yes","Yes","Yes","No",55.0665783230384
"19378","mid-low","Don't know","Borrowed","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",10,2,"Yes","Yes","Yes","Yes","Yes","No",136.243159647871
"19400","mid-high","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",11,3,"Yes","Yes","Yes","Yes","Yes","Yes",162.325412723631
"19401","mid-high","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",10,1,"Yes","Yes","Yes","Yes","Yes","No",27.0284342838547
"19404","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",40,3,"Yes","Yes","Yes","Yes","Yes","Yes",190.100896454107
"19405","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",99,3,"Yes","No","No","Yes","Yes","Yes",188.152139572437
"19406","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",30,5,"Yes","Yes","Yes","Yes","Yes","No",298.744339523291
"19413","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",50,4,"Yes","Yes","No","Yes","Yes","No",193.703460661739
"19414","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",30,2,"Yes","Yes","Yes","Yes","Yes","Yes",164.986485063362
"19417","mid-low",">30m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",20,2,"No","No","No","Yes","Yes","No",36.4418167159366
"19418","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",40,3,"Yes","Yes","Yes","Yes","Yes","No",160.702425667848
"19425","mid-low","101-150m2","Rented","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",30,2,"Yes","Yes","Yes","Yes","Yes","No",145.933895144022
"19430","mid-low","Don't know","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",19,2,"Yes","No","No","Yes","Yes","Yes",97.9795371338912
"19439","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",22,3,"Yes","No","Yes","Yes","Yes","No",172.602590655387
"19440","mid-low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",30,4,"Yes","Yes","No","Yes","Yes","No",312.346825999862
"19444","mid-low","56-75m2","Rented","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",99,2,"Yes","No","Yes","Yes","Yes","Yes",88.786273451208
"19445","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",18,3,"No","Yes","Yes","Yes","Yes","No",109.167789518474
"19447","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","wood/mosaic",10,2,"Yes","No","No","Yes","Yes","No",102.055270616817
"19448","mid-low",">30m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",15,1,"Yes","No","Yes","Yes","Yes","No",108.918545012822
"19450","mid-low",">30m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",28,1,"Yes","No","No","No","Yes","Yes",51.2988650693569
"19451","mid-low","Don't know","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",20,3,"Yes","Yes","Yes","Yes","Yes","No",143.539257673091
"19453","mid-low",">30m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",6,2,"Yes","No","No","Yes","Yes","No",58.8675500795898
"19454","mid-low","56-75m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",6,2,"Yes","Yes","No","Yes","Yes","No",28.0321667045666
"19456","mid-low","Don't know","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","asbestus laminate","cement",35,1,"Yes","No","Yes","Yes","No","No",112.564304822004
"19459","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",20,2,"Yes","Yes","Yes","Yes","Yes","Yes",178.156000982904
"19492","mid-low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",6,1,"Yes","Yes","Yes","Yes","Yes","No",84.1961039851842
"19494","mid-low","31-55m2","Rented","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",99,1,"Yes","No","Yes","Yes","Yes","No",135.321369090106
"19495","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",30,2,"Yes","Yes","Yes","Yes","Yes","No",114.866716156026
"19496","mid-low","101-150m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",20,3,"Yes","Yes","Yes","Yes","Yes","No",101.140167364017
"19497","mid-low","76-100m2","Owned","Temperate","Queretaro","2.5k-15k","No",2,"brick","concrete","cement",18,3,"Yes","Yes","No","Yes","Yes","No",156.577035138835
"19499","mid-low","31-55m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",17,2,"Yes","Yes","No","Yes","Yes","No",119.264945748528
"19500","mid-low","56-75m2","Rented","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",99,2,"Yes","Yes","Yes","Yes","Yes","No",162.169303032396
"19504","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",15,1,"Yes","No","Yes","Yes","Yes","Yes",97.4797543528141
"19508","mid-low","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","cement",18,2,"Yes","No","No","Yes","Yes","No",245.334911153687
"19511","mid-high","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",19,3,"Yes","Yes","Yes","Yes","Yes","No",147.612601168657
"19512","mid-high","56-75m2","Owned","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",15,3,"Yes","Yes","Yes","Yes","Yes","Yes",95.7049145450677
"19513","mid-high","56-75m2","Borrowed","Temperate","Queretaro","2.5k-15k","No",1,"brick","concrete","wood/mosaic",23,3,"Yes","Yes","Yes","Yes","Yes","Yes",129.050816574437
"19514","mid-low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",99,1,"Yes","Yes","Yes","Yes","Yes","No",149.581170834392
"19515","mid-low","56-75m2","Borrowed","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",30,2,"Yes","Yes","Yes","Yes","Yes","No",167.134250353863
"19516","mid-low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",15,2,"Yes","Yes","Yes","Yes","Yes","No",97.6826256944921
"19517","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",10,3,"Yes","Yes","Yes","Yes","Yes","No",113.494409767474
"19518","mid-low","31-55m2","Borrowed","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",15,2,"Yes","Yes","No","Yes","Yes","No",35.8811733818452
"19519","mid-low","31-55m2","Borrowed","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",99,1,"Yes","Yes","Yes","No","Yes","No",81.4057891487756
"19520","mid-low","101-150m2","Other","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",35,2,"Yes","Yes","Yes","Yes","Yes","No",93.0321009671445
"19521","mid-low","Don't know","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",5,3,"Yes","Yes","Yes","Yes","Yes","No",238.822995681051
"19522","mid-low","76-100m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","dirt",25,4,"No","Yes","No","Yes","Yes","No",78.8763208283101
"19523","mid-low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",20,3,"Yes","Yes","Yes","Yes","Yes","No",26.5994115174443
"19525","mid-low","Don't know","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","wood/mosaic",4,3,"Yes","Yes","No","Yes","Yes","Yes",96.1857315084036
"19526","mid-low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",2,"brick","concrete","cement",25,3,"Yes","Yes","Yes","Yes","Yes","No",58.544467480283
"19527","mid-low","Don't know","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",99,2,"Yes","Yes","Yes","Yes","Yes","No",108.686972555138
"19528","mid-low",">30m2","Other","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",99,1,"No","No","No","No","Yes","No",33.6195951866972
"19531","mid-low","101-150m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",20,2,"Yes","Yes","Yes","Yes","Yes","No",118.303311821857
"19534","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",10,1,"Yes","Yes","No","Yes","Yes","No",34.7788915724453
"19536","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",13,1,"Yes","Yes","Yes","Yes","Yes","No",146.956411280078
"19538","mid-low","56-75m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","cement",13,1,"Yes","Yes","Yes","Yes","Yes","No",113.975959151833
"19539","mid-low","31-55m2","Owned","Temperate","Queretaro","<2.5k","No",1,"brick","concrete","wood/mosaic",11,1,"Yes","Yes","No","Yes","Yes","No",90.4159279483725
